x,y,z
1,7,65.64507803788266
1,8,65.26074765921899
1,9,64.3917617908566
1,10,63.09565439217268
1,11,61.45285851639782
1,12,59.56031004989551
1,13,57.524667610664864
1,14,55.455632254185254
1,15,53.45975889750849
1,16,51.63506408989134
1,17,50.066652529887605
1,18,48.82350848180086
1,19,47.95652941476336
1,20,47.49780198159333
1,21,47.460696150505434
1,22,47.84044742531333
1,23,48.61566335374143
1,24,49.750428699469715
1,25,51.19678025953524
1,26,52.89553136595943
1,27,54.77004206872802
1,28,56.728952142194885
1,29,58.675532350418464
1,30,60.5164883670145
1,31,62.171047613579375
1,32,63.58063920397713
1,33,64.70766861187745
1,34,65.52416883827233
1,35,66.00495270077148
1,36,66.12626384153135
1,37,65.86828052605154
1,38,65.21655304512066
1,39,64.16319320639803
1,40,62.708432080381144
1,41,60.862487185404646
1,42,58.6471496005112
1,43,56.096246737190036
1,44,53.25471474767798
1,45,50.18095816775385
1,46,46.94992501629187
1,47,43.65182183592786
1,48,40.38919335238252
1,49,37.27284167886926
1,50,34.41677773063341
1,51,31.93241464601378
1,52,29.922238886787063
1,53,28.4717072062831
1,54,27.63428749372021
1,55,27.421932871059493
1,56,27.802549887132187
1,57,28.69985383364
1,58,29.99656278247882
1,59,31.542779928738824
1,60,33.171780279333184
1,61,34.7247343137331
1,62,36.069030947297705
1,63,37.09044819768394
1,64,37.69513346478814
1,65,37.81485362154867
1,66,37.40990860856647
1,67,36.47007618032873
1,68,35.01406919265119
1,69,33.08787761486817
1,70,30.762283152845377
1,71,28.13220162737349
1,72,25.31696760067934
1,73,22.452972440145377
1,74,19.684510482239297
1,75,17.154939310180694
1,76,14.998318362993658
1,77,13.331769079094336
1,78,12.248889922374243
1,79,11.81465332346476
1,80,12.062306962976962
1,81,12.992526508639983
1,82,14.571122644264666
1,83,16.70283920713791
1,84,19.21853636547224
1,85,21.902912706303127
1,86,24.524812526796815
1,87,26.86641407650664
1,88,28.751850408417724
1,89,30.06283013814982
1,90,30.731142367622816
1,91,30.737551423508528
1,92,30.1111043694684
1,93,28.92543160135084
1,94,27.292635586636834
1,95,25.35528292071841
1,96,23.276473423014092
1,97,21.22925798009944
1,98,19.386233229394673
1,99,17.909790584247492
2,0,60.52785335900043
2,1,62.63314302101953
2,2,64.58655565502508
2,3,66.2795801687173
2,4,67.60757165267712
2,5,68.4812257104629
2,6,68.83764671493817
2,7,68.64671793503291
2,8,67.91304992278658
2,9,66.67449827024606
2,10,64.99815092648561
2,11,62.97458888619374
2,12,60.711124931192714
2,13,58.32462540714581
2,14,55.934421596474685
2,15,53.65572149914159
2,16,51.593840803630684
2,17,49.83948445585505
2,18,48.46522860160014
2,19,47.52327829482538
2,20,47.04451142971732
2,21,47.03876706676088
2,22,47.49629655114178
2,23,48.389867897041455
2,24,49.67646767895128
2,25,51.29966992581666
2,26,53.19244553175946
2,27,55.27545849592167
2,28,57.453417678586
2,29,59.62333635617715
2,30,61.684939749167484
2,31,63.55121468610552
2,32,65.15913074369394
2,33,66.46784412329053
2,34,67.44526812110858
2,35,68.06197766806959
2,36,68.29352896888162
2,37,68.12219712052737
2,38,67.53714774123421
2,39,66.5343456371792
2,40,65.11692721724118
2,41,63.29605818020569
2,42,61.091699141878465
2,43,58.53316256759348
2,44,55.66306229688536
2,45,52.5407211097035
2,46,49.24220885855556
2,47,45.85884139689468
2,48,42.49437092575863
2,49,39.261035264009706
2,50,36.274652972171644
2,51,33.648964985627934
2,52,31.489449110011872
2,53,29.88622447864966
2,54,28.900556014910457
2,55,28.553000829775073
2,56,28.82040959084339
2,57,29.63556612395525
2,58,30.889664571970574
2,59,32.43920475776766
2,60,34.1194174383015
2,61,35.766341574038165
2,62,37.23903715086289
2,63,38.414404518849175
2,64,39.186499407467416
2,65,39.4730226121223
2,66,39.21968797583333
2,67,38.40237772567603
2,68,37.02747238299155
2,69,35.13088654979944
2,70,32.77941026557786
2,71,30.07247912375184
2,72,27.135122935375144
2,73,24.109107160651018
2,74,21.144226956906063
2,75,18.38982372557501
2,76,15.986674625729517
2,77,14.059490380673342
2,78,12.710344606133155
2,79,12.013451827517624
2,80,12.011906633345578
2,81,12.716579163650344
2,82,14.102653615879177
2,83,16.082234848590243
2,84,18.491722053691245
2,85,21.11844184070054
2,86,23.729442305809393
2,87,26.09919018541041
2,88,28.0372096483607
2,89,29.412878899070673
2,90,30.154297251090753
2,91,30.239001222709632
2,92,29.692770325109542
2,93,28.58623065626298
2,94,27.02890988647023
2,95,25.16125828194433
2,96,23.145220570020122
2,97,21.15402447581845
2,98,19.36178400377937
2,99,17.93340386122593
3,0,64.77460224378646
3,1,66.84113554627491
3,2,68.70844743145162
3,3,70.25917429152891
3,4,71.3870323794232
3,5,72.00806444377346
3,6,72.06638858419977
3,7,71.53952144596195
3,8,70.4404443941365
3,9,68.81612285703457
3,10,66.74338230240366
3,11,64.32296539526868
3,12,61.672498000799344
3,13,58.9189922647677
3,14,56.19141510643222
3,15,53.613751886059354
3,16,51.29889923504296
3,17,49.34362935322653
3,18,47.824781842033204
3,19,46.79676007628975
3,20,46.29033964999569
3,21,46.31274004696202
3,22,46.84887222592885
3,23,47.86366054229229
3,24,49.305339575841046
3,25,51.10885769384653
3,26,53.19811418712112
3,27,55.488342716812895
3,28,57.88279948789844
3,29,60.27498383158684
3,30,62.559972584271435
3,31,64.6464729516583
3,32,66.46835813625796
3,33,67.98088735246266
3,34,69.14520872910745
3,35,69.92705215119315
3,36,70.30035923948523
3,37,70.24808424209584
3,38,69.76131784393144
3,39,68.83809095800548
3,40,67.4826534555593
3,41,65.70532319644029
3,42,63.52366582375723
3,43,60.967140242186304
3,44,58.08040020324929
3,45,54.92457286525821
3,46,51.57718778498392
3,47,48.1307421635683
3,48,44.690002251438884
3,49,41.36819643779822
3,50,38.28227447950433
3,51,35.547420894225176
3,52,33.27103642959011
3,53,31.546269914568587
3,54,30.440878868170845
3,55,29.98326619496635
3,56,30.158370435169537
3,57,30.90728015090493
3,58,32.12931932703094
3,59,33.68791631358846
3,60,35.42216410426217
3,61,37.16632877820674
3,62,38.7733699117529
3,63,40.11339275524371
3,64,41.07008870129615
3,65,41.547996132823876
3,66,41.47834095095587
3,67,40.822580659773166
3,68,39.57394311827652
3,69,37.76094238438205
3,70,35.45155978416916
3,71,32.747258561323875
3,72,29.77462930030763
3,73,26.677059127568754
3,74,23.60644212297239
3,75,20.715011928059962
3,76,18.14745029990122
3,77,16.03350225557237
3,78,14.481412959740116
3,79,13.572655752701312
3,80,13.359123247979042
3,81,13.86143898162582
3,82,15.06446242952774
3,83,16.889845570417105
3,84,19.182183152031907
3,85,21.73416980362482
3,86,24.314010215024528
3,87,26.691730502500953
3,88,28.665499351488204
3,89,30.088572431222765
3,90,30.88199350428084
3,91,31.02007011443921
3,92,30.525216822673077
3,93,29.464886162978214
3,94,27.945956937225947
3,95,26.10702799631308
3,96,24.109167221976595
3,97,22.12573307324804
3,98,20.33191612301583
3,99,18.894626385193725
4,0,68.91523445321107
4,1,70.94865213034673
4,2,72.73744039148905
4,3,74.15625655765517
4,4,75.09395529987569
4,5,75.46737713823163
4,6,75.22741850380847
4,7,74.36078577371053
4,8,72.88997388923642
4,9,70.87175926874971
4,10,68.39307230408468
4,11,65.5649533163016
4,12,62.515339765391204
4,13,59.38133388665362
4,14,56.30149934055754
4,15,53.408634958899455
4,16,50.823375047801015
4,17,48.64887059662898
4,18,46.96671581248002
4,19,45.834201671773144
4,20,45.282905375236965
4,21,45.31856547390231
4,22,45.922152019638986
4,23,47.052025549259085
4,24,48.64709468382962
4,25,50.63093537512132
4,26,52.9167685914359
4,27,55.41131560771106
4,28,58.015694922087675
4,29,60.62312546373508
4,30,63.1269160298952
4,31,65.43393528088268
4,32,67.47652123775063
4,33,69.20450465007964
4,34,70.57128164539989
4,35,71.53753895539785
4,36,72.07466023165418
4,37,72.16475636639291
4,38,71.79892959862026
4,39,70.97513589105004
4,40,69.69660208743338
4,41,67.9729492657097
4,42,65.82379704748101
4,43,63.281517729730396
4,44,60.393345605022596
4,45,57.22251073764001
4,46,53.84813453504874
4,47,50.3638411207222
4,48,46.87516534310423
4,49,43.49589416119826
4,50,40.34349902436057
4,51,37.53383260548071
4,52,35.175290985382986
4,53,33.36267171485984
4,54,32.16856286029603
4,55,31.62863767690527
4,56,31.735249287533577
4,57,32.437068880662686
4,58,33.641031841879446
4,59,35.21758230301303
4,60,37.01087814810257
4,61,38.85612774745025
4,62,40.602794423229426
4,63,42.11643461430045
4,64,43.27252734745465
4,65,43.963884709931996
4,66,44.10781975424817
4,67,43.65123224097933
4,68,42.576815250055226
4,69,40.91104256197447
4,70,38.72056744958181
4,71,36.104763064251905
4,72,33.18805150201843
4,73,30.112073444753293
4,74,27.027765017061775
4,75,24.087455315708244
4,76,21.43715107555484
4,77,19.209239702136138
4,78,17.515934209666515
4,79,16.444599134200395
4,80,16.055470623380838
4,81,16.378409982910576
4,82,17.40811190464693
4,83,19.07769387314715
4,84,21.242311971714244
4,85,23.702425505950785
4,86,26.22995398390509
4,87,28.593315021693257
4,88,30.582508411396017
4,89,32.03540540994763
4,90,32.860514850449434
4,91,33.028272047096024
4,92,32.55759625758937
4,93,31.512554247397023
4,94,29.997132505672035
4,95,28.147850469523746
4,96,26.124723771311256
4,97,24.10117585587372
4,98,22.25355070803835
4,99,20.75087669598685
5,0,72.9081855255462
5,1,74.91983502550818
5,2,76.64328202452137
5,3,77.94639241016479
5,4,78.71353949188241
5,5,78.86014445017462
5,6,78.33974719732306
5,7,77.1458886650189
5,8,75.31123064136341
5,9,72.90332409679439
5,10,70.01978291345972
5,11,66.78223032628269
5,12,63.32900328593861
5,13,59.80727145749122
5,14,56.365138110473204
5,15,53.144188355069204
5,16,50.27284945844109
5,17,47.86083027589615
5,18,45.994814145785874
5,19,44.735494257891624
5,20,44.11596551606927
5,21,44.14142622863889
5,22,44.790101559299856
5,23,46.01528428137586
5,24,47.74840262484364
5,25,49.9030740533572
5,26,52.38018886542799
5,27,55.07416968092149
5,28,57.87922933139316
5,29,60.689720797137376
5,30,63.40062196456228
5,31,65.91988954431801
5,32,68.17957785420556
5,33,70.12266384327201
5,34,71.69515880357326
5,35,72.8525905163034
5,36,73.56287595133304
5,37,73.80572596153779
5,38,73.57021092895795
5,39,72.85254939618157
5,40,71.65638497052548
5,41,69.99398916484465
5,42,67.8881069491661
5,43,65.3741414582129
5,44,62.501984523085326
5,45,59.33698127788459
5,46,55.95976437939035
5,47,52.464894819957
5,48,48.958367569072124
5,49,45.55409689726088
5,50,42.369520351448756
5,51,39.52047952617951
5,52,37.115566257229275
5,53,35.250171030441194
5,54,33.999721000657416
5,55,33.40653096750114
5,56,33.46995068817195
5,57,34.14567061460356
5,58,35.347713123999284
5,59,36.953377305649475
5,60,38.81255831357218
5,61,40.76342073688962
5,62,42.65453641615838
5,63,44.34918172727417
5,64,45.71700759635868
5,65,46.640978164418755
5,66,47.02556120296797
5,67,46.80567535232071
5,68,45.95955633543863
5,69,44.509801835314796
5,70,42.517703958321725
5,71,40.076836385258716
5,72,37.30610518228735
5,73,34.34239025899362
5,74,31.33293119568556
5,75,28.42762603148345
5,76,25.771436790529748
5,77,23.497142893880675
5,78,21.71923454271856
5,79,20.53074633698976
5,80,19.99961189713089
5,81,20.164373317936334
5,82,21.029514703048395
5,83,22.54118387825516
5,84,24.567235954977345
5,85,26.91801359504245
5,86,29.371380148178844
5,87,31.69660071126562
5,88,33.678280887072006
5,89,35.14162351946736
5,90,35.97888378381193
5,91,36.154123739610554
5,92,35.68260764731732
5,93,34.624762746027145
5,94,33.08139100298605
5,95,31.186655681302557
5,96,29.099300203667205
5,97,26.99267334615148
5,98,25.044219280226482
5,99,23.425112205533207
6,0,76.70832058166401
6,1,78.71434257464156
6,2,80.39070133793838
6,3,81.59953540769763
6,4,82.22154333339611
6,5,82.17047682967612
6,6,81.40113922331389
6,7,79.91112145387252
6,8,77.73950632616388
6,9,74.96328258109816
6,10,71.69119054469992
6,11,68.0559078811988
6,12,64.20638497021712
6,13,60.29990312788393
6,14,56.49406103672919
6,15,52.93916825080794
6,16,49.771425341499516
6,17,47.107170724922206
6,18,45.03837965512159
6,19,43.6295138932032
6,20,42.91574438091828
6,21,42.90250785037729
6,22,43.566316419871555
6,23,44.85672189789029
6,24,46.69934820594191
6,25,48.999948737671275
6,26,51.64952055428965
6,27,54.53061126370622
6,28,57.525082443681136
6,29,60.52267787158169
6,30,63.42264803410923
6,31,66.13744916077302
6,32,68.59940831972928
6,33,70.74448623336585
6,34,72.51218166006589
6,35,73.85282007745492
6,36,74.72997794854342
6,37,75.11971295929985
6,38,75.00918044706287
6,39,74.39515272011606
6,40,73.28323812857275
6,41,71.6883506795835
6,42,69.63615600768964
6,43,67.16488668188747
6,44,64.32688298613206
6,45,61.189375046698714
6,46,57.83424265568408
6,47,54.35667342259664
6,48,50.86275478353843
6,49,47.46609275018432
6,50,44.283578022275975
6,51,41.430443116091794
6,52,39.01478767702059
6,53,37.13179941783733
6,54,35.857842796146784
6,55,35.240642746230485
6,56,35.28641022549464
6,57,35.95752541741496
6,58,37.17469021394548
6,59,38.82181925110069
6,60,40.754871745959086
6,61,42.816373168528266
6,62,44.85633263263035
6,63,46.73789083357677
6,64,48.32727078980483
6,65,49.49976358035624
6,66,50.14971346945534
6,67,50.20705761560333
6,68,49.64551472378458
6,69,48.48013852401509
6,70,46.76326737386487
6,71,44.579352269322996
6,72,42.038789040842445
6,73,39.27101011345398
6,74,36.41711308030432
6,75,33.6222826215673
6,76,31.028248641005717
6,77,28.766317293214104
6,78,26.95320544215622
6,79,25.68726191193852
6,80,25.043317620952763
6,81,25.06803809859178
6,82,25.775424333239606
6,83,27.125750092958135
6,84,29.001532074187285
6,85,31.224900492828166
6,86,33.581626764837665
6,87,35.843967224304336
6,88,37.79355493578451
6,89,39.24568581463979
6,90,40.076120677850334
6,91,40.238348601024725
6,92,39.74361264292081
6,93,38.64840442198812
6,94,37.049993844803666
6,95,35.079852580225705
6,96,32.89517751180419
6,97,30.669055703988466
6,98,28.579934806445557
6,99,26.80111532957359
7,0,80.26384660851642
7,1,82.2840931684132
7,2,83.93585059412553
7,3,85.07652481216805
7,4,85.58382863136222
7,5,85.37022500049024
7,6,84.39101930325216
7,7,82.64671821263633
7,8,80.18121551914527
7,9,77.0778633060083
7,10,73.45339300581182
7,11,69.45025410290191
7,12,65.227986403076
7,13,60.95412689085047
7,14,56.79577847417978
7,15,52.91191456617517
7,16,49.446446825889545
7,17,46.52233728790162
7,18,44.23695237436213
7,19,42.65876850016306
7,20,41.82546235961084
7,21,41.74335739391446
7,22,42.3881556802136
7,23,43.70686579314602
7,24,45.620845441520515
7,25,48.02991448659947
7,26,50.81755866495973
7,27,53.85733458977114
7,28,57.020700030002686
7,29,60.18662988232074
7,30,63.25256683820321
7,31,66.13815153742568
7,32,68.77620495479933
7,33,71.09687621858517
7,34,73.03417508829598
7,35,74.53358641725309
7,36,75.5551469952488
7,37,76.0732128089056
7,38,76.07468691994481
7,39,75.5571798104458
7,40,74.5280204645697
7,41,73.00442463124227
7,42,71.01458775028861
7,43,68.59916057203637
7,44,65.81251856530426
7,45,62.723369789363346
7,46,59.41444010841998
7,47,55.981142052992396
7,48,52.5292421820069
7,49,49.17159976385999
7,50,46.02408083774057
7,51,43.200778501862644
7,52,40.80870673056445
7,53,38.94218730277553
7,54,37.67721692290556
7,55,37.064712504803964
7,56,37.11766380669167
7,57,37.80508877767812
7,58,39.05416240791035
7,59,40.75523091765062
7,60,42.77047161731624
7,61,44.94772418843539
7,62,47.140351548717746
7,63,49.21324165988185
7,64,51.031397120705954
7,65,52.46509541639597
7,66,53.40563357597514
7,67,53.780923822768024
7,68,53.557462462135376
7,69,52.73962668592881
7,70,51.3676530039271
7,71,49.51391883952846
7,72,47.277651171655215
7,73,44.778454987511765
7,74,42.14910806653723
7,75,39.5280123770745
7,76,37.05179688537562
7,77,34.85032610877091
7,78,33.04275620563076
7,79,31.731898960111216
7,80,30.99873957095564
7,81,30.897517061187862
7,82,31.451286035050007
7,83,32.63492419541606
7,84,34.34742304897331
7,85,36.42445135553433
7,86,38.66145077320549
7,87,40.835564352406685
7,88,42.72758444839675
7,89,44.14534423193851
7,90,44.949936576603506
7,91,45.080547842612596
7,92,44.54325577186642
7,93,43.39027705466209
7,94,41.71493758225327
7,95,39.64560898618638
7,96,37.3375970386459
7,97,34.96347842549291
7,98,32.70255303331747
7,99,30.730173184372003
8,0,83.51628813500076
8,1,85.5730635923898
8,2,87.22581445238042
8,3,88.32819606473329
8,4,88.7555432777388
8,5,88.4193755134462
8,6,87.27539779638647
8,7,85.32599627717414
8,8,82.61857222243196
8,9,79.24137890201023
8,10,75.31726251690475
8,11,70.99577680574292
8,12,66.4443640353414
8,13,61.839216219551396
8,14,57.35633682692041
8,15,53.163210123852785
8,16,49.41139118327459
8,17,46.23041932885294
8,18,43.723082209162314
8,19,41.96202909078699
8,20,40.98777478290078
8,21,40.80807812035348
8,22,41.39863613690009
8,23,42.70501448959533
8,24,44.64573885403754
8,25,47.11650187014054
8,26,49.995495118877045
8,27,53.14995403470097
8,28,56.444104903336935
8,29,59.74882897872318
8,30,62.95351299408742
8,31,65.97792362173566
8,32,68.75513533616365
8,33,71.2120449732604
8,34,73.27983905173969
8,35,74.90194625820416
8,36,76.03702886035967
8,37,76.65878545426327
8,38,76.75422730976688
8,39,76.32180799473181
8,40,75.37030536291402
8,41,73.918773685737
8,42,71.99737366147079
8,43,69.64858917713137
8,44,66.92828231502668
8,45,63.906150428513484
8,46,60.66532425979153
8,47,57.3010084159404
8,48,53.91821115281061
8,49,50.62861037249482
8,50,47.546601762025674
8,51,44.78466611783982
8,52,42.44821759472969
8,53,40.63014640905121
8,54,39.40533952052984
8,55,38.825346071273266
8,56,38.909056917332464
8,57,39.632371992842295
8,58,40.92898754962388
8,59,42.695651825791714
8,60,44.80088939125812
8,61,47.0985273960073
8,62,49.446781643769604
8,63,51.713794397557045
8,64,53.76522654779192
8,65,55.47162258405722
8,66,56.72731775884072
8,67,57.45715044627995
8,68,57.61824868679721
8,69,57.20176753017582
8,70,56.233156805386486
8,71,54.77015063223959
8,72,52.898480489386166
8,73,50.72583368618951
8,74,48.37472720579417
8,75,45.97501910118181
8,76,43.658399220203
8,77,41.554126819734336
8,78,39.78306656972174
8,79,38.451702260149816
8,80,37.646494965996865
8,81,37.42871954518265
8,82,37.829917617463636
8,83,38.83928421997279
8,84,40.37391266014951
8,85,42.284666638789204
8,86,44.37827859490528
8,87,46.43848841122958
8,88,48.24715461842758
8,89,49.6068323256389
8,90,50.36633384572946
8,91,50.44880033889889
8,92,49.853038674674174
8,93,48.626607715814814
8,94,46.85840210653076
8,95,44.67319253290354
8,96,42.2239558023031
8,97,39.68242609999382
8,98,37.22853208035205
8,99,35.03953544210779
9,0,86.40268675156643
9,1,88.51933500801368
9,2,90.20040560205982
9,3,91.29682914828112
9,4,91.6821504211982
9,5,91.26720478755945
9,6,90.00811090967122
9,7,87.90859733170043
9,8,85.01827989769944
9,9,81.42873666735889
9,10,77.26722181551034
9,11,72.6886197874461
9,12,67.86642268548651
9,13,62.98335853744017
9,14,58.222203053446556
9,15,53.75721067150499
9,16,49.74650488255171
9,17,46.32567560913688
9,18,43.60274521928088
9,19,41.65458709211259
9,20,40.52481423589648
9,21,40.22310319337119
9,22,40.725884257768286
9,23,41.978312097864176
9,24,43.89743892546554
9,25,46.376543052413126
9,26,49.29061367648531
9,27,52.503068131264634
9,28,55.87386165412275
9,29,59.26915328117262
9,30,62.57329417788654
9,31,65.69868502834787
9,32,68.57096342428078
9,33,71.11747640117886
9,34,73.27031684557551
9,35,74.97348443844244
9,36,76.1860739670668
9,37,76.88226455866021
9,38,77.04973734537032
9,39,76.68786723406723
9,40,75.80657185282624
9,41,74.42614846135172
9,42,72.5779443316774
9,43,70.30541520904625
9,44,67.66505915858681
9,45,64.7268062996634
9,46,61.57360193543376
9,47,58.30006710359457
9,48,55.0102256531919
9,49,51.81435385039093
9,50,48.82506040821287
9,51,46.15280212742151
9,52,43.90094645740359
9,53,42.160467887973994
9,54,41.00461384811494
9,55,40.48391395730604
9,56,40.620570612303574
9,57,41.39764414918771
9,58,42.755685777333696
9,59,44.59803902507744
9,60,46.79979798866107
9,61,49.221330979602314
9,62,51.726863672838924
9,63,54.18885432677388
9,64,56.47600900583141
9,65,58.46602056808594
9,66,60.057269899787165
9,67,61.17045271573311
9,68,61.751860504671605
9,69,61.777500660122456
9,70,61.25586579426621
9,71,60.227895512563464
9,72,58.76384162164895
9,73,56.95765439846916
9,74,54.91999828787766
9,75,52.772644309416535
9,76,50.643704752367476
9,77,48.661313837822235
9,78,46.94731019826237
9,79,45.61116450716891
9,80,44.744196291883895
9,81,44.41419271917624
9,82,44.660620751627796
9,83,45.48588033838912
9,84,46.826446858156984
9,85,48.54999614344095
9,86,50.476087527664475
9,87,52.39664313500319
9,88,54.09633459323008
9,89,55.374432691615596
9,90,56.069762694352505
9,91,56.089758543139524
9,92,55.42339706555127
9,93,54.11309114353915
9,94,52.24273132773122
9,95,49.93286992831263
9,96,47.333592038669394
9,97,44.6153416791976
9,98,41.95835321041558
9,99,39.541566734231615
10,0,88.8592392941409
10,1,91.05862547550615
10,2,92.79550594776825
10,3,93.91921344971352
10,4,94.30213097848291
10,5,93.85464641609431
10,6,92.53323488895974
10,7,90.34267499670989
10,8,87.33384928483888
10,9,83.60002629290877
10,10,79.2710413772225
10,11,74.50518068729562
10,12,69.48001797326656
10,13,64.38287106089076
10,14,59.4014226703587
10,15,54.71495173433092
10,16,50.48652421942869
10,17,46.856399478652506
10,18,43.93682180779084
10,19,41.80828949108261
10,20,40.51732761902364
10,21,40.07573886687438
10,22,40.461270720536135
10,23,41.61962050180044
10,24,43.46770255899681
10,25,45.89812582969624
10,26,48.78475965895849
10,27,51.98923675687446
10,28,55.369605182049014
10,29,58.79091260760992
10,30,62.137486155401405
10,31,65.31642187390514
10,32,68.23957060333647
10,33,70.82907359919197
10,34,73.02077766169435
10,35,74.76214594170274
10,36,76.01474607419709
10,37,76.75455192673547
10,38,76.97060794239117
10,39,76.66337990019167
10,40,75.8436700572891
10,41,74.53244438290336
10,42,72.76145085427525
10,43,70.57422004020117
10,44,68.0269623658915
10,45,65.18895453129744
10,46,62.142151204301044
10,47,58.97989656588551
10,48,55.80471224628063
10,49,52.725204763285646
10,50,49.85218317251241
10,51,47.294124300839115
10,52,45.15218247643934
10,53,43.51503939511828
10,54,42.45385140757475
10,55,42.01744177151084
10,56,42.22815289983339
10,57,43.07516252054756
10,58,44.50649928218191
10,59,46.43256179906845
10,60,48.73541716312793
10,61,51.28254783771711
10,62,53.94510794472367
10,63,56.60057525071602
10,64,59.125047030001404
10,65,61.406442272109366
10,66,63.346383853676755
10,67,64.86078181138166
10,68,65.88424090367134
10,69,66.37635859593847
10,70,66.32709571682983
10,71,65.75892837009995
10,72,64.72500472722005
10,73,63.304214242557244
10,74,61.59635329182635
10,75,59.71679881778667
10,76,57.78975861358238
10,77,55.94163193468188
10,78,54.294627091503955
10,79,52.9606101275139
10,80,52.035196233455366
10,81,51.59217446472658
10,82,51.67844794710586
10,83,52.307856139085786
10,84,53.43681256967549
10,85,54.95143462692866
10,86,56.68561311990766
10,87,58.44096987425356
10,88,60.006639550517164
10,89,61.180481927824644
10,90,61.79348695744268
10,91,61.73892590910751
10,92,60.99394155694434
10,93,59.59507672737389
10,94,57.62055431994702
10,95,55.18594818154807
10,96,52.43772358138193
10,97,49.544426281411866
10,98,46.686133087772276
10,99,44.043151486520976
11,0,90.82566482751876
11,1,93.12861514890585
11,2,94.94727364544634
11,3,96.13066187113337
11,4,96.55073030113269
11,5,96.11769552144578
11,6,94.78830612412682
11,7,92.5680514210996
11,8,89.50851401339209
11,9,85.7031474746741
11,10,81.28245942354698
11,11,76.40608854859278
11,12,71.2535666645829
11,13,66.01466911999952
11,14,60.87991001676632
11,15,56.031637946745775
11,16,51.636089186119
11,17,47.83666149746455
11,18,44.748585261957906
11,19,42.45509169158454
11,20,41.00511238537257
11,21,40.412492561364274
11,22,40.65666395647415
11,23,41.68470439535412
11,24,43.414539653192755
11,25,45.73872564108078
11,26,48.530651879733156
11,27,51.652683058617896
11,28,54.96530282171349
11,29,58.33761553533553
11,30,61.658739513433424
11,31,64.83225265345736
11,32,67.7595270779857
11,33,70.35165256163057
11,34,72.54193461818946
11,35,74.28301409109196
11,36,75.5412299662743
11,37,76.29590207220858
11,38,76.5383362013451
11,39,76.27043271729647
11,40,75.50376931334473
11,41,74.25952608828442
11,42,72.56916121870594
11,43,70.47545634083988
11,44,68.0334645673788
11,45,65.3109606212191
11,46,62.388127349800875
11,47,59.35634676659815
11,48,56.31606449140566
11,49,53.37376327814285
11,50,50.638129143130726
11,51,48.21553970932612
11,52,46.205061777893825
11,53,44.69322123927947
11,54,43.74890602798721
11,55,43.418832583339835
11,56,43.72383219335168
11,57,44.65570063609689
11,58,46.17026454128106
11,59,48.18572842190133
11,60,50.59177815487191
11,61,53.26371460657051
11,62,56.08039083314465
11,63,58.925584914771946
11,64,61.68681008929736
11,65,64.26139004160613
